province;red;green;blue;x;x
2452;110;107;120;Zuwarah;x
2453;190;77;90;Sfax;x
2454;150;17;30;Kef;x
2455;30;197;0;Bizerte;x
2456;90;137;120;Touggourt;x
2457;170;107;90;Mzab;x
2458;50;77;60;Hodna;x
2459;130;47;30;Titteri;x
2460;120;77;0;Saoura;x
2461;10;17;0;Dahra;x
2462;160;137;80;Ouarsenis;x
2463;140;107;40;Kasdir;x
2464;80;17;120;Ouarzazate;x
2465;255;9;160;Oujda;x
2466;70;137;110;Draa;
2467;40;167;40;Meknes;x
2468;60;197;80;Tadla;x
2469;48;76;128;Toubkhal;x
2470;240;107;160;Haha;x
2471;95;88;32;Grand Erg;x
2472;210;167;150;Ouargla;x
2473;70;47;60;Souss;x
2474;210;77;120;Tajarhi;x
2475;94;80;32;Tibesti;x
2476;90;77;90;Kumeyaay;x
2477;70;197;30;Yuki;x
2478;210;107;120;Tachi;x
2479;30;137;150;Maidu;x
2480;150;167;0;Shasta;x
2481;190;17;60;Klamath;x
2482;110;47;90;Kalapuya;x
2483;90;47;140;Umatilla;x
2484;130;107;150;Quileute;x
2485;10;77;120;Chehalis;x
2486;130;167;100;Yakima;x
2487;50;197;110;Spokane;x
2488;170;17;130;Palus;x
2489;210;77;10;Bogohue;x
2490;30;107;20;Goshute;x
2491;50;137;0;Hualapai;x
2492;210;17;90;Chiricahua;x
2493;170;167;30;Hopi;x
2494;90;197;60;Zuni;x
2495;30;47;120;Acoma;x
2496;150;77;150;Jicarilla;x
2497;70;107;0;Lipiyanes;x
2498;190;137;30;Jumano;x
2499;10;197;90;Coahuilteco;x
2500;130;17;120;Querecho;x
2501;150;137;50;Piegan;x
2502;70;167;70;Haaninin;x
2503;190;197;100;Ashshipite;x
2504;110;17;110;Eeelalapito;x
2505;10;47;130;Tsisistas;x
2506;228;154;79;Wyoming;x
2507;150;197;120;Baachinena;x
2508;70;17;150;Skiri;x
2509;90;107;30;Utsetha;x
2510;130;77;140;Hidatsa;x
2511;50;107;10;Itscheabine;x
2512;190;47;0;Wahpekute;x
2513;130;137;90;Moingwena;x
2514;90;17;0;Michigamea;x
2515;210;47;30;Satuskhdin;x
2516;30;77;60;Adai;x
2517;110;77;30;Mdewankton;x
2518;10;107;60;Noquet;x
2519;50;167;120;Kilatika;x
2520;170;197;150;Mengkonkia;x
2521;210;197;120;Okouara;x
2522;90;167;90;Mascouten;x
2523;50;107;30;Piankeshaw;x
2524;130;77;0;Wabash;x
2525;170;137;60;Chillicothe;x
2526;10;47;150;Shatteras;x
2527;110;197;0;Chickamauga;x
2528;190;167;150;Yazoo;x
2529;70;137;120;Natchez;x
2530;150;107;90;Biloxi;x
2531;10;17;30;Napochi;x
2532;130;47;60;Tohome;x
2533;50;77;90;Chatot;x
2534;210;167;0;Yustaga;x
2535;90;137;150;Calusa;x
2536;170;107;120;Mayaimi;x
2537;150;17;60;Hitchiti;x
2538;70;47;90;Yamasee;x
2539;30;197;30;Mocama;x
2540;190;77;120;Coweta;x
2541;110;107;150;Saluda;x
2542;10;137;0;Cusabo;x
2543;130;167;30;Waccamaw;x
2544;90;47;120;Yadkin;x
2545;170;17;90;Waxhaw;x
2546;50;197;60;Chicora;x
2547;210;77;150;Roanoke;x
2548;30;107;0;Tutelo;x
2549;150;137;30;Moratok;x
2550;70;167;60;Doeg;x
2551;110;17;120;Monongahela;x
2552;190;197;90;Manahoac;x
2553;190;107;60;Potomac;x
2554;110;137;90;Nanticoke;x
2555;30;17;150;Honniasont;x
2556;150;47;0;Juniata;x
2557;70;77;30;Atrakwaye;x
2558;130;197;150;Espachomy;x
2559;90;77;60;Adirondack;x
2560;50;17;0;Quinnipiac;x
2561;170;47;30;Wampanoag;x
2562;19;48;32;Pennacook;x
2563;210;107;90;Missisquoi;x
2564;30;137;120;Sokoki;x
2565;107;132;126;Kennebec;x
2566;190;17;30;Passamaquoddy;x
2567;110;47;60;Aroostook;x
2568;10;77;90;Kespukwitk;x
2569;130;107;120;Eskikewakik;x
2570;50;137;150;Wolystooq;x
2571;170;167;0;Madawaska;x
2572;90;197;30;Siknikt;x
2573;50;47;120;Placentia;x
2574;90;107;0;Sikumiut;x
2575;170;77;150;Naskapi;x
2576;10;197;60;Mingan;x
2577;110;167;30;Manicouagan;x
2578;130;17;90;Anticosti;x
2579;190;137;0;Piekougami;x
2580;70;107;150;Atikamekw;x
2581;110;77;0;Timiskaming;x
2582;210;17;60;Maliseet;x
2583;30;47;90;Etchemins;x
2584;150;77;120;Loup;x
2585;70;17;120;Kichesipi;x
2586;30;167;60;Tionontate;x
2587;150;197;90;Odawa;x
2588;10;107;30;Piscatang;x
2589;130;137;60;Kesagami;x
2590;50;167;90;Shaggami;x
2591;170;197;120;Outoulibi;x
2592;210;47;0;Omushkego;x
2593;30;77;30;Wappus;x
2594;150;107;60;Quennebigon;x
2595;76;84;126;Saskatchewan;x
2596;70;137;90;Mahmikiwiniyak;x
2597;110;197;150;Sipiwininiwak;x
2598;190;167;120;Hebina;x
2599;10;17;10;Athabasca;x
2600;130;47;20;Nihithawak;x
2601;228;158;173;Alberta;x
2602;50;77;50;Siksikawa;x
2603;170;107;70;Sekani;x
2604;90;137;100;Dakelh;x
2605;210;167;110;Secwepemc;x
2606;229;38;173;Rocky Mountains;x
2607;30;197;130;Okanagan;x
2608;90;47;50;Idehan Ubari;
2609;70;47;10;Nisga'a;x
2610;150;17;140;Heiltsuk;x
2611;10;137;70;Kodiak;x
2612;110;107;50;Eyak;x
2613;190;77;20;Sitka;x
2614;190;107;90;Cotoname;x
2615;70;47;30;Guamares;x
2616;50;17;30;Seri;x
2617;150;47;30;Huichol;x
2618;130;197;0;Toboso;x
2619;110;137;120;Laguneros;x
2620;170;47;60;Nakipa;x
2621;210;167;120;Tizapan;x
2622;30;197;150;Cuitzeo;x
2623;130;47;0;Cutzamala;x
2624;130;66;79;Tarasco;x
2625;30;167;90;Hinonoeino;x
2626;150;17;0;Tuliucan;x
2627;10;17;150;Cihuatlan;x
2628;30;77;0;Tepeacac;x
2629;90;17;120;Coyolapan;x
2630;170;197;90;Tochtepec;x
2631;50;167;60;Mixe;x
2632;190;47;120;Xicallanco;x
2633;30;167;30;Mani;x
2634;90;107;150;Uaymil;x
2635;110;77;150;Chiapas;x
2636;170;77;120;Chacujal;x
2637;130;17;60;Chortli;x
2638;10;107;0;Xocnochco;x
2639;10;167;120;Raritan;x
2640;110;167;0;Lenca;x
2641;110;107;90;Iziccoac;x
2642;190;77;60;Metztitlan;x
2643;170;107;60;Apatzingan;x
2644;70;137;60;Cholula;x
2645;190;167;90;Teloloapan;x
2646;210;47;150;Coixtlahuacan;x
2647;150;107;30;Cuetlaxtlan;x
2648;110;197;120;Yopitzinco;x
2649;130;137;30;Tehuantepec;x
2650;70;17;90;Champutun;x
2651;150;197;60;Ah Canul;x
2652;210;137;0;Ecab;x
2653;50;47;90;Iximche;x
2654;90;197;0;Baracoa;x
2655;210;17;30;Bayamo;x
2656;30;47;60;Camaguey;x
2657;90;137;90;Colima;x
2658;50;137;120;Maguana;x
2659;170;167;150;Magua;x
2660;70;107;120;Managua;x
2661;190;137;150;Uluas;x
2662;10;197;30;Olancho;x
2663;150;77;90;Nicoya;x
2664;50;47;60;Veraguas;x
2665;50;47;150;Eyeish;x
2666;110;167;60;Tuintsunde;x
2667;10;167;150;Cacaxtes;x
2668;70;77;60;Borrado;x
2669;170;77;0;Hasinai;x
2670;210;137;30;Tkaronto;x
2671;190;47;150;Missisage;x
2672;210;137;60;Kitkehaki;x
2673;220;77;0;Pasai;x
2674;240;107;40;Peureulak;x
2675;60;197;160;Rokan;x
2676;120;77;80;Indragiri;x
2677;140;107;120;Jambi;x
2678;180;167;0;Bangka;x
2679;30;17;100;Belitung;x
2680;100;47;40;South Pagaryung;x
2681;216;118;255;Minangkabau;x
2682;80;17;0;Pariamay;x
2683;150;47;110;Mentawai;x
2684;160;137;160;Nias;x
2685;20;137;80;Gayo;x
2686;222;70;255;Riau;x
2687;200;197;40;Sukabumi;x
2688;220;17;80;Cirebon;x
2689;217;138;255;Demak;x
2690;89;132;64;Mataram;x
2691;40;107;0;Kediri;x
2692;60;137;40;Madura;x
2693;80;167;80;Lombok;x
2694;104;92;255;Gangwon;x
2695;218;150;0;Timor;x
2696;210;137;90;Yamdena;x
2697;190;137;60;Tondo;x
2698;70;107;30;Pangasinan;x
2699;110;167;90;Bikol;x
2700;10;197;120;Panay;x
2701;50;47;0;Tagloc;x
2702;130;17;150;Butuan;x
2703;20;17;40;Lahad Datu;x
2704;100;197;120;Sibu;x
2705;255;7;40;Sarawak;x
2706;91;32;0;Sukadane;x
2707;160;77;40;Barito;x
2708;100;137;0;Gorontalo;x
2709;240;197;0;Tarakan;x
2710;200;137;120;Berau;x
2711;220;167;160;Bulungan;x
2712;180;107;80;Samarinda;x
2713;140;47;0;Sampit;x
2714;80;107;160;Palu;x
2715;60;77;120;Palopo;x
2716;90;107;60;Buton;x
2717;170;77;30;Sula;x
2718;150;197;150;Fak-Fak;x
2719;130;137;120;Madang;x
2720;10;107;90;Lae;x
2721;110;77;60;Kerema;x
2722;190;47;30;Daru;x
2723;70;17;0;Yos Sudarso;x
2724;50;167;150;Asmat;x
2725;30;167;120;Aru;x
2726;102;52;126;Watjarri;x
2727;102;56;32;Wudjari;x
2728;230;62;173;Larrakia;x
2729;102;64;32;Yolngu;x
2730;231;66;79;Kurtjar;x
2731;103;68;126;Kokowarra;x
2732;231;70;173;Djirbalngan;x
2733;103;72;32;Biri;x
2734;90;17;30;Yuin;x
2735;170;197;0;Gunditjmara;x
2736;230;54;173;Nawu;x
2737;30;77;90;Ahuriri;x
2738;210;47;60;Waitaha;x
2739;150;107;120;Kirikiriroa;x
2740;40;47;80;Borneo;x
2741;160;17;80;Jeju;x
2742;140;197;40;Yukjin;x
2743;120;167;0;North Hamgyeong;x
2744;100;137;160;North Pyongan;x
2745;105;96;64;Gyeongsang;x
2746;210;197;90;Vidin;x
2747;100;156;128;Ulaanchab;x
2748;224;102;0;Liangshan;x
2749;90;77;120;Tikhvin;x
2750;30;17;120;Plovdiv;x
2751;50;107;0;Cuenca;x
2752;90;167;50;Sogn;x
2753;10;47;120;Narbonne;x
2754;170;137;30;La Mancha;x
2755;130;77;150;Soria;x
2756;70;77;150;Welayta;x
2757;54;32;32;Kefa;x
2758;150;47;120;Illubabor;x
2759;182;158;173;Fazughli;x
2760;53;144;32;Ifat;x
2761;10;167;60;Arsi;x
2762;30;17;90;Damot;x
2763;210;197;60;Asosa;x
2764;54;152;32;Awsa;x
2765;182;154;79;Tajura;x
2766;70;167;0;Mendefera;x
2767;184;50;79;Tigre;x
2768;50;107;150;Angot;x
2769;130;77;120;Lasta;x
2770;90;167;30;Agew;x
2771;110;17;60;Semien;x
2772;10;47;90;Dembiya;x
2773;50;17;120;Mora;x
2774;110;167;150;Kismayo;x
2775;150;77;60;Merca;x
2776;30;47;30;Afgooye;x
2777;70;107;90;Bardera;x
2778;53;140;126;Haud;x
2779;190;107;0;Afder;x
2780;210;17;0;Beledweyne;x
2781;237;150;173;Ajuuraan;x
2782;90;197;150;Warsheikh;x
2783;130;107;60;Hobyo;x
2784;53;136;32;Mayertern;x
2785;170;167;120;El Buur;x
2786;70;197;120;Bosaso;x
2787;150;137;150;Hamasien;x
2788;190;17;150;Hafun;x
2789;150;167;90;Las Khoray;x
2790;30;137;60;Sanaag;x
2791;110;137;30;Ankober;x
2792;210;107;30;Togdheer;x
2793;90;77;0;Hargeisa;x
2794;190;137;120;Barawa;x
2795;50;137;90;Meregh;x
2796;10;197;0;Pate;x
2797;30;107;150;Djado;x
2798;170;17;30;Soba;x
2799;90;47;60;Sennar;x
2800;50;197;0;Kosti;x
2801;183;34;79;Kordofan;x
2802;130;167;150;Kobbe;x
2803;110;17;0;Orinoco Delta;x
2804;106;108;128;Guayana;x
2805;10;47;30;Uyapari;x
2806;90;107;120;Guajira;x
2807;30;17;30;Altagracia;x
2808;210;197;0;Coro;x
2809;90;167;150;Llanos;x
2810;170;137;120;Apure;x
2811;225;122;79;Upper Orinoco;x
2812;247;34;192;Tunja;x
2813;150;47;60;Merida;x
2814;150;197;30;Meta;x
2815;70;17;60;Puerto Carreno;x
2816;190;47;90;Guaviare;x
2817;210;137;150;Neiva;x
2818;30;167;0;Popayan;x
2819;170;77;90;Darien;x
2820;110;77;120;Esmeraldas;x
2821;10;107;150;Piwra;x
2822;130;137;0;Tucume;x
2823;90;17;90;Moyobamba;x
2824;50;167;30;Wankapampa;x
2825;210;47;120;Pisqupampa;x
2826;150;107;0;Chimbote;x
2827;30;77;150;Huaraz;x
2828;10;17;120;Camana;x
2829;110;197;90;Ayaviri;x
2830;190;167;60;Quero;x
2831;10;137;90;Tiahuanaco;x
2832;170;107;30;San Joaquin;x
2833;50;77;0;Madre de Dios;x
2834;90;137;60;Santa Cruz de la Sierra;x
2835;30;197;120;Sucre;x
2836;50;17;90;Tucuman;x
2837;170;47;120;Santa Catalina;x
2838;150;17;150;Tarija;x
2839;207;110;4;Selk'nam;
2840;50;197;150;Calama;x
2841;241;82;192;Atacama;x
2842;130;197;60;Santiago del Estero;x
2843;10;167;30;La Rioja;x
2844;110;137;0;Chepes;x
2845;112;72;192;Cuyo;x
2846;190;107;150;Quisquiscate;x
2847;210;197;30;San Luis;x
2848;239;50;128;Parana;x
2849;70;77;120;Rosario;x
2850;110;47;150;Montevideo;x
2851;190;17;120;Colonia;x
2852;10;77;0;Salto;x
2853;150;167;60;Yareyu;x
2854;210;107;0;Chaco Central;x
2855;70;197;90;Misiones;x
2856;70;197;60;Highveld;x
2857;238;38;64;Patos;x
2858;130;107;30;Santiago;x
2859;50;137;60;Itapua;x
2860;150;47;90;Querandi;x
2861;240;74;255;Pampas;x
2862;170;17;0;Coquimbo;x
2863;130;77;90;Rio Negro;x
2864;70;167;30;Khoikhoi;x
2865;112;68;64;Salinas Grande;x
2866;30;17;60;Olavarria;x
2867;50;107;120;Chanar;x
2868;110;17;30;Bahia Blanca;x
2869;239;58;64;Patagonia Oriental;x
2870;111;56;0;Tehuelmapu;x
2871;190;197;0;Poya;x
2872;170;137;150;Chiquiyami;x
2873;90;47;30;Chiloe;x
2874;210;77;60;Aysen;x
2875;70;167;150;Chubut;x
2876;170;137;20;Teush;x
2877;90;167;0;Mendoza;x
2878;90;77;150;Matara;x
2879;210;17;150;Santa Tecla;x
2880;150;167;30;Griqualand;x
2881;10;197;150;Corumba;x
2882;210;167;90;Fuerte Borbon;x
2883;90;197;120;Melodia;x
2884;110;36;0;Tape;x
2885;110;197;60;Barra;x
2886;150;17;120;Parnaiba;x
2887;30;47;0;Santa Catarina;x
2888;238;46;0;Xeres;x
2889;226;126;173;Roraima;x
2890;10;137;60;Marajo;x
2891;90;17;60;Santo Antonio da Manga;x
2892;70;17;30;Araxas;x
2893;110;167;120;Ofaie;x
2894;190;47;60;Sao Joao del Rel;x
2895;150;77;30;Castro;x
2896;70;107;60;Campinas;x
2897;190;137;90;Araquara;x
2898;10;107;120;Serro;x
2899;110;77;90;Vila Rica;x
2900;226;130;79;Rondonia;x
2901;170;77;60;Cerejeiras;x
2902;50;47;30;Vila Bela;x
2903;130;17;0;Caceres;x
2904;90;107;90;Diamantino;x
2905;210;137;120;Rio das Mortes;x
2906;237;158;128;Mato Grosso;x
2907;30;167;150;Vila Boa;x
2908;210;47;90;Arrial dos Couros;x
2909;30;77;120;Conceicao;x
2910;98;128;32;Tocantins;x
2911;150;107;150;Natividad;x
2912;50;77;150;Sergipe;x
2913;130;47;120;Jeremoabo;x
2914;10;17;90;Inhambupe;x
2915;170;107;0;Pambu;x
2916;130;137;150;Rio Contas;x
2917;50;167;0;Paratinga;x
2918;170;197;30;Campo Largo;x
2919;150;197;0;Luziana;x
2920;110;44;255;Mbaracayu;x
2921;235;134;0;Pernambuco;x
2922;210;167;60;Boroborema;x
2923;70;137;0;Pastos Bons;x
2924;70;47;150;Timon;x
2925;190;167;30;Parnagua;x
2926;107;124;0;Alpercatas;x
2927;190;77;0;Alcantara;x
2928;98;124;126;Tucurui;x
2929;110;107;30;Para;x
2930;226;134;173;Para;x
2931;190;197;150;Pirara;x
2932;94;76;126;Ouaddai;x
2933;90;47;0;Barcelos;x
2934;98;132;126;Manaus;x
2935;50;197;120;Muturu;x
2936;170;17;150;Guyana;x
2937;234;114;0;Suriname;x
2938;130;167;90;Oiapoque;x
2939;50;107;90;Zaraza;x
2940;241;86;0;Chichas;x
2941;241;90;128;Caracara;x
2942;114;92;192;Charcas;x
2943;170;197;60;Chachapoyas;x
2944;70;137;30;Ucayali;x
2945;244;126;0;Maynas;x
2946;190;77;30;Quillacas;x
2947;130;47;150;Macaya;x
2948;130;167;20;Matamba;
2949;10;137;10;Mbata;
2950;50;137;30;Buhera;x
2951;50;100;126;Tete;x
2952;178;94;173;Uteve;x
2953;6;220;231;Lake;
2954;130;47;130;Djerba;x
2955;150;167;10;Ingolstadt;x
2956;30;137;140;Straubing;x
2957;9;32;255;Niederbayern;x
2958;170;47;100;Osterode;x
2959;150;77;70;Tarnow;x
2960;30;47;50;Nowy Sacz;x
2961;70;107;100;Lwow;x
2962;190;137;110;Rowne;x
2963;110;137;10;Notec;x
2964;7;136;128;Altmark;x
2965;130;17;10;Chemnitz;x
2966;50;17;70;Glogau;x
2967;50;137;130;Eger;x
2968;170;167;140;Budejovice;x
2969;130;197;50;Sternberg;x
2970;90;197;10;Hradec Kralove;x
2971;10;77;100;Hoya;x
2972;130;107;110;Paderborn;x
2973;110;47;70;Meppen;x
2974;70;197;20;Loon;x
2975;190;17;50;Kleve;x
2976;130;137;70;Umbria;x
2977;10;107;50;Urbino;x
2978;110;77;20;Arezzo;x
2979;150;197;130;Novara;x
2980;190;47;10;Lucca;x
2981;30;167;110;Montferrat;x
2982;210;47;140;Syracuse;x
2983;170;197;110;Salerno;x
2984;90;17;130;Cosenza;x
2985;50;167;100;Foggia;x
2986;30;77;10;Sassari;x
2987;10;17;110;Urgell;x
2988;110;197;100;Tarragona;x
2989;70;137;50;Rioja;x
2990;190;167;70;Teruel;x
2991;150;107;20;Forcalquier;x
2992;70;17;140;Albenga;x
2993;210;137;100;Strelitz;x
2994;134;126;128;Vorpommern;x
2995;6;128;192;Hinterpommern;x
2996;6;124;64;Mecklenburg;x
2997;238;38;173;Gdingen;x
2998;110;167;130;Buzau;x
2999;50;77;140;Qeshm;x
3000;233;98;79;Nis;x
3001;21;72;192;Macedonia;x
3002;10;197;140;Visoki;x
3003;20;17;0;Euboea;x
3004;255;8;120;Arlon;x
3005;255;12;160;Hongkong;x
3006;255;13;40;Gambia;x
3007;255;14;120;Togo;x
3008;255;15;160;Ribe;x
3009;255;17;120;Qingdao;x
3010;255;18;160;Dalian;x
3011;255;20;120;Lesotho;x
3012;255;21;160;Mpumalanga;x
3013;91;32;32;Botswana;x
3014;219;34;79;Okavango;x
3015;91;36;126;Cuando Cubango;x
3016;92;40;32;Lusaka;x
3017;220;46;173;Matabeleland;x
3018;220;50;79;Kivu;x
3019;93;60;126;Ogooue;x
3020;221;62;173;Likouala;x
3021;93;64;32;Equatorial Guinea;x
3022;94;68;126;Cameroon;x
3023;222;70;173;Bangui;x
3024;222;74;79;South Sudan;x
3025;95;84;126;Ahaggar;x
3026;95;92;126;Shamal Darfur;x
3027;96;96;32;Borkou;x
3028;224;98;79;Kisangani;x
3029;224;106;79;Adrar;x
3030;96;108;126;Tademait;x
3031;225;110;173;Tindouf;x
3032;97;112;32;Juba;x
3033;97;116;126;Adamaoua;x
3034;97;120;32;Inner Colombia;x
3035;98;136;32;Acre;x
3036;227;142;173;Oregon;x
3037;99;144;32;Nevada;x
3038;99;148;126;Great Salt Lake;x
3039;227;150;173;Utah;x
3040;100;152;32;Colorado;x
3041;100;32;32;Yukon;x
3042;228;34;79;North Quebec;x
3043;100;36;126;West Greenland;x
3044;101;48;32;Nyamal;x
3045;229;50;79;Nullarbor;x
3046;230;58;79;Nyikina;x
3047;102;60;126;Jailolo;x
3048;231;74;79;Kalaamaya;x
3049;103;76;126;Andyamathanha;x
3050;231;78;173;Wangkumara;x
3051;104;80;32;Kuungkari;x
3052;232;82;79;Yirandali;x
3053;104;84;126;Mudburra;x
3054;232;86;173;Uluru;x
3055;104;88;32;Warluwarra;x
3056;232;90;79;Wawula;x
3057;105;96;32;St. Vincent;x
3058;106;108;126;Kalanga;x
3059;106;112;32;Bamenda;x
3060;234;114;79;Ouham;x
3061;110;36;126;Bukovina;x
3062;180;167;120;Chari;x
3063;200;197;160;Bouar;x
3064;220;17;0;Owando;x
3065;160;77;160;Ngamiland;x
3066;180;107;0;Karas;x
3067;200;137;40;Oshana;x
3068;220;167;80;Huambo;x
3069;20;17;160;Maniema;x
3070;60;107;120;Latakia;x
3071;100;47;160;Limpopo;x
3072;170;17;60;Djanet;x
3073;90;47;90;Ghat;x
3074;150;137;0;Ennedi;x
3075;210;77;90;Bahr el Ghazal;x
3076;30;107;120;Nuer;x
3077;210;77;30;Rio Madeira;x
3078;30;107;60;Jurua;x
3079;150;137;90;Xingu;x
3080;0;195;254;Längelmävesi;x
3081;1;215;254;Vanajavesi;x
3082;2;235;254;Päijänne;x
3083;3;255;254;Puula;x
3084;4;195;254;Keitele;x
3085;5;215;254;Konnevesi;x
3086;6;235;254;Haukivesi;x
3087;0;255;254;Puruvesi;x
3088;1;195;254;Orivesi;x
3089;2;215;254;Pyhäjärvi;x
3090;3;235;254;Höytiäinen;x
3091;5;195;254;Kallavesi;x
3092;0;235;254;Lake Inari;x
3093;4;235;254;Lake Argyle;x
3094;5;255;254;Lake Mackay;x
3095;6;195;254;Lake Frome;x
3096;0;215;254;Lake Gairdner;x
3097;1;235;254;Lake Eyre;x
3098;2;255;254;Lake Torrens;x
3099;70;77;130;Katl'odeeche;x
3100;90;77;110;Ortelsburg;x
3101;170;107;10;Garoua;x
3102;90;137;20;Maka;x
3103;210;167;50;Woleu-Ntem;x
3104;190;77;130;Jan Mayen;x
3105;189;110;220;Kuskokwim;
3106;208;110;1;Inupiat;
3107;190;110;220;Gwich'in;
3108;207;110;2;Siglit;
3109;191;110;220;Kitlinermiut;
3110;207;110;3;Thebacha;
3111;192;110;220;Aivilingmiut;
3112;193;110;220;Kiritimati;
3113;207;110;5;Chatham Islands;
3114;194;110;220;Kerguelen;
3115;207;110;6;Crozet Islands;
3116;195;110;220;Prince Edward Islands;
3117;207;110;7;Bouvet Island;
3118;196;110;220;Tristan da Cunha;
3119;207;110;8;Barkindji;
3120;197;110;220;Biak;
3121;207;110;9;Papuan Mountains;
3122;199;110;220;Kaniyang;
3123;207;110;10;Amsterdam Island;
3124;1;210;201;West Chukchi Sea;
3125;2;230;211;East Siberian Sea;
3126;3;250;221;East Chukchi Sea;
3127;4;220;231;Beaufort Sea;
3128;5;240;241;Amundsen Gulf;
3129;6;210;251;Victoria Strait;
3130;7;230;201;Foxe Basin;
3131;1;250;211;Cook Strait;
3132;2;220;221;Ascension Island;
3133;3;240;231;Cape Verde Approach;
3134;4;210;241;Cape of Storms;
3135;5;230;251;Williams Seamount;
3136;6;250;201;Conrad Rise;
3137;7;220;211;Indian Ocean Roaring Forties;
3138;1;240;221;Bouvet Island;
3139;2;210;231;Guinea Rise;
3140;3;230;241;Bollons Seamount;
3141;100;10;199;Valtellina;
3142;100;13;155;Mawhera;
3143;100;12;184;Sumatran Mountains;
3144;219;32;91;Wathaurong;
3145;100;10;155;Jawoyn;
3146;5;230;231;Lake Tempe;
3147;100;13;184;Szeged;
3148;4;250;251;Lake;
3149;5;220;201;Lake;
3150;6;240;211;Lake;
3151;7;210;221;Lake;
3152;1;230;231;Lake;
3153;2;250;241;Lake;
3154;3;220;251;Lake;
3155;4;240;201;Lake;
3156;5;210;211;Lake;
3157;6;230;221;Lake;
3158;7;250;231;Lake;
3159;1;220;241;Lake;
3160;2;240;251;Lake;
3161;3;210;201;Lake;
3162;4;230;211;Lake;
3163;5;250;221;Lake;
3164;7;240;241;Lake;
3165;1;210;251;Lake;
3166;2;230;201;Lake;
3167;3;250;211;Lake;
3168;4;220;221;Lake;
3169;5;240;231;Lake;
3170;6;210;241;Lake;
3171;7;230;251;Lake;
3172;1;250;201;Lake;
3173;2;220;211;Lake;
3174;3;240;221;Lake;
3175;4;210;231;Lake;
3176;5;230;241;Lake;
3177;6;250;251;Lake;
3178;7;220;201;Lake;
3179;1;240;211;Lake;
3180;2;210;221;Lake;
3181;3;230;231;Lake;
3182;4;250;241;Lake;
3183;5;220;251;Lake;
3184;6;240;201;Lake;
3185;7;210;211;Lake;
3186;1;230;221;Lake;
3187;2;250;231;Lake;
3188;3;220;241;Lake;
3189;4;240;251;Lake;
3190;5;210;201;Lake;
3191;6;230;211;Lake;
3192;7;250;221;Lake;
3193;1;220;231;Lake;
3194;2;240;241;Lake;
3195;3;210;251;Lake;
3196;4;230;201;Lake;
3197;5;250;211;Lake;
3198;6;220;221;Lake;
3199;7;240;231;Lake;
3200;1;210;241;Lake;
3201;2;230;251;Lake;
3202;3;250;201;Lake;
3203;4;220;211;Lake;
3204;5;240;221;Lake;
3205;6;210;231;Lake;
3206;7;230;241;Lake;
3207;1;250;251;Lake;
3208;2;220;201;Lake;
3209;3;240;211;Lake;
3210;4;210;221;Lake;
3211;219;32;42;Sahra_al-Hijarah;
3212;100;14;100;Jersey;
3213;219;32;63;Natuna;
3214;219;32;138;Pukapuka;
3215;207;110;82;Tokelau;
3216;207;110;29;Niue;
3217;219;24;217;PagoPago;
3218;150;47;50;Mongu;
3219;70;17;100;Huila;
3220;190;47;110;Cunene;
3221;110;77;130;Bie;
3222;10;107;140;Cuando;
3223;130;137;10;Caprivi;
3224;50;167;20;Otjozondjupa;
3225;170;197;50;Hardap;
3226;30;77;110;Venda;
3227;150;107;130;Mahalapye;
3228;70;137;140;Chobe;
3229;190;167;10;Tshuapa;
3230;110;197;20;Mongo;
3231;10;17;50;Vakaga;
3232;130;47;70;Mbomou;
3233;50;77;100;Uele;
3234;170;107;110;Ituri;
3235;90;137;130;Salamat;
3236;170;47;130;Rif;
3237;210;107;10;Cabinda;
3238;150;167;50;Cook Islands;
3239;110;77;70;Iwo Jima;
3240;10;107;100;Uvea;
3241;4;194;254;Molucca Sea;
3242;5;214;254;Halmahera Sea;
3243;130;137;140;Sisavan;
3244;50;167;10;Jaffa;
3245;3;204;254;Johnston Atoll;
3246;6;204;254;Kara Sea;
3247;70;47;70;Taklamakan;
3248;170;17;20;El Djouf;
3249;170;167;50;Balti;
3250;210;17;100;Varna;
3251;190;167;130;El Golea;
3252;110;197;140;Reggane;
3253;10;17;5;Abalessa;
3254;30;197;85;Montserrat;
3255;150;17;95;Cayman Islands;
3256;62;214;252;Central Black Sea;
3257;24;250;250;Land's End;
3258;69;200;200;Sea of Crete;
3259;39;72;32;Rio de Oro;
3260;169;102;173;Worodugu;
3261;221;58;79;Kinshasa;
3262;151;106;79;Nunavik;
3263;210;38;173;Negev;
3264;100;11;170;Kiteve;
3265;100;11;178;Dhlodhlo;
3266;219;32;177;Nyubi;
3267;219;23;129;Dahlak;
3268;219;32;152;Afar;
3269;207;110;31;Wala;
3270;219;32;15;Baoule;
3271;219;32;217;Bete;
3272;219;23;147;Mende;
3273;219;23;121;Bussa;
3274;225;25;159;Maradi;
3275;219;32;163;Golog;
3276;100;11;121;Amis;
3277;219;32;201;RNW;
3278;207;110;21;RNW;
3279;219;32;41;RNW;
3280;219;32;198;RNW;
3281;100;12;152;RNW;
3282;100;10;134;RNW;
3283;219;24;150;RNW;
3284;219;24;228;RNW;
3285;219;32;134;RNW;
3286;100;12;178;RNW;
3287;219;32;172;RNW;
3288;100;10;178;RNW;
3289;100;12;107;RNW;
3290;100;13;183;RNW;
